query_id;time_horizon;sceanrio_time;profile;query_duration;query_start;query_end;query_status
nan;2D;2018-11-10 01:30:00+01:00;SV;4,0;2018-12-07 15:28:55.665386;2018-12-07 15:28:59.821652;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: cd14b5b0-8de2-4bb8-bc70-df81d77d4fc1
nan;2D;2018-11-10 02:30:00+01:00;SV;4,0;2018-12-07 15:28:59.821652;2018-12-07 15:29:03.884155;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0bb4d982-4944-4262-8961-85ccf3d491b9
nan;2D;2018-11-10 03:30:00+01:00;SV;2,0;2018-12-07 15:29:03.915409;2018-12-07 15:29:05.993534;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: e5fe9d79-dc07-4b05-bc01-fcc7a0a9610b
nan;2D;2018-11-10 04:30:00+01:00;SV;3,0;2018-12-07 15:29:06.009143;2018-12-07 15:29:09.149928;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3f937160-a1dd-458a-9d79-8f5b992f9481
nan;2D;2018-11-10 05:30:00+01:00;SV;3,0;2018-12-07 15:29:09.149928;2018-12-07 15:29:12.228071;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 4d1307ec-6b24-47e9-bb6f-3b817ac98671
nan;2D;2018-11-10 06:30:00+01:00;SV;4,0;2018-12-07 15:29:12.243637;2018-12-07 15:29:16.321760;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3867be71-adeb-4495-9f40-10d99efb02f6
nan;2D;2018-11-10 07:30:00+01:00;SV;3,0;2018-12-07 15:29:16.321760;2018-12-07 15:29:19.399894;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 552aa794-cd09-4dc6-b564-819814c8e655
nan;2D;2018-11-10 08:30:00+01:00;SV;3,0;2018-12-07 15:29:19.415531;2018-12-07 15:29:22.524918;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 36b70c72-5688-4bb3-ab65-18badfe49611
nan;2D;2018-11-10 09:30:00+01:00;SV;3,0;2018-12-07 15:29:22.540514;2018-12-07 15:29:25.618649;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c4b07f62-192a-44fe-9452-0d752925ae71
nan;2D;2018-11-10 10:30:00+01:00;SV;3,0;2018-12-07 15:29:25.618649;2018-12-07 15:29:28.696813;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 46db6ff4-b038-47a3-9a47-c3d9d83f7c9d
nan;2D;2018-11-10 11:30:00+01:00;SV;3,0;2018-12-07 15:29:28.712410;2018-12-07 15:29:31.790530;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3142ed5d-31c1-48f2-8bde-424c0b85d45b
nan;2D;2018-11-10 12:30:00+01:00;SV;4,0;2018-12-07 15:29:31.806181;2018-12-07 15:29:35.868667;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: e262571c-c803-4db7-a349-98f7850dc8f8
nan;2D;2018-11-10 13:30:00+01:00;SV;4,0;2018-12-07 15:29:35.884278;2018-12-07 15:29:39.946796;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c45861b2-e9da-495e-b4ff-746e4d5ae101
nan;2D;2018-11-10 14:30:00+01:00;SV;3,0;2018-12-07 15:29:39.962405;2018-12-07 15:29:42.103104;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2ee6ad14-823e-4d89-b0b5-95faca4867d8
nan;2D;2018-11-10 15:30:00+01:00;SV;2,0;2018-12-07 15:29:42.103104;2018-12-07 15:29:44.259292;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 007a4e03-ebec-4214-ad88-eeaad4667386
nan;2D;2018-11-10 16:30:00+01:00;SV;2,0;2018-12-07 15:29:44.274912;2018-12-07 15:29:46.353047;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: cde49483-4b40-4880-8420-6dc1c4c032d0
nan;2D;2018-11-10 17:30:00+01:00;SV;3,0;2018-12-07 15:29:46.353047;2018-12-07 15:29:49.478088;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8646cb84-c7bc-4610-8d71-b2eb7c559a79
nan;2D;2018-11-10 18:30:00+01:00;SV;2,0;2018-12-07 15:29:49.493667;2018-12-07 15:29:51.587454;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 14cf2942-67e7-4153-96ef-a9034d317fb8
nan;2D;2018-11-10 19:30:00+01:00;SV;3,0;2018-12-07 15:29:51.603058;2018-12-07 15:29:54.665587;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7cac3a7f-12d5-4886-b257-09c681e92bf5
nan;2D;2018-11-10 20:30:00+01:00;SV;4,0;2018-12-07 15:29:54.681170;2018-12-07 15:29:58.774925;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9e320e7d-fe31-4d2a-8be6-cabd038fb64a
nan;2D;2018-11-10 21:30:00+01:00;SV;2,0;2018-12-07 15:29:58.774925;2018-12-07 15:30:00.884318;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 5d9ecbd3-f7a6-4a85-a6fa-d0076b6d8dc6
nan;2D;2018-11-10 22:30:00+01:00;SV;2,0;2018-12-07 15:30:00.899929;2018-12-07 15:30:02.962470;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 6fd8d20c-456d-4c77-8867-1064ade4615d
nan;2D;2018-11-10 23:30:00+01:00;SV;6,0;2018-12-07 15:30:02.978071;2018-12-07 15:30:08.040573;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0cea5905-5822-4fc8-8653-3396a7d80850
nan;2D;2018-11-11 00:30:00+01:00;SV;2,0;2018-12-07 15:30:08.056191;2018-12-07 15:30:10.118765;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c8bef329-97e4-42b5-80ce-5b8f2fc959f6
nan;2D;2018-11-14 01:30:00+01:00;SV;2,0;2018-12-07 15:33:48.103522;2018-12-07 15:33:50.228516;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 791128cc-22be-48ce-a35f-3bf9d23d8ace
nan;2D;2018-11-14 02:30:00+01:00;SV;3,0;2018-12-07 15:33:50.228516;2018-12-07 15:33:53.322280;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 07018ee8-86e5-482c-ba38-ea7575458e87
nan;2D;2018-11-14 03:30:00+01:00;SV;3,0;2018-12-07 15:33:53.337889;2018-12-07 15:33:56.400427;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3b0929bb-b162-46be-b389-ea12eb518058
nan;2D;2018-11-14 04:30:00+01:00;SV;3,0;2018-12-07 15:33:56.416034;2018-12-07 15:33:59.478526;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 319de9e4-dde3-45da-96df-10c4a07f509d
nan;2D;2018-11-14 05:30:00+01:00;SV;5,0;2018-12-07 15:33:59.494147;2018-12-07 15:34:04.587908;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: d601d761-5954-4224-a698-94fcbdc08731
nan;2D;2018-11-14 06:30:00+01:00;SV;2,0;2018-12-07 15:34:04.603523;2018-12-07 15:34:06.744165;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: eff3325c-91ff-4428-a3a8-e859ea129503
nan;2D;2018-11-14 07:30:00+01:00;SV;4,0;2018-12-07 15:34:06.744165;2018-12-07 15:34:10.837937;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: cfff7921-c946-4e60-9367-ab4f36b1fb44
nan;2D;2018-11-14 08:30:00+01:00;SV;3,0;2018-12-07 15:34:10.837937;2018-12-07 15:34:13.916046;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 51db1da9-1687-4d41-a8fe-b40396ec91b1
nan;2D;2018-11-14 09:30:00+01:00;SV;2,0;2018-12-07 15:34:13.916046;2018-12-07 15:34:15.994181;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: dc91a616-cc0f-4d15-b909-e1d669460b3b
nan;2D;2018-11-14 10:30:00+01:00;SV;5,0;2018-12-07 15:34:15.994181;2018-12-07 15:34:20.119199;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: cc68e139-7a56-4aff-95c3-e6149a672372
nan;2D;2018-11-14 11:30:00+01:00;SV;3,0;2018-12-07 15:34:20.134849;2018-12-07 15:34:23.212977;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c77e352d-182c-4606-9544-671cb90c65d8
nan;2D;2018-11-14 12:30:00+01:00;SV;2,0;2018-12-07 15:34:23.228584;2018-12-07 15:34:25.322328;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 680e426e-1803-41dd-9126-7c206d345530
nan;2D;2018-11-14 13:30:00+01:00;SV;3,0;2018-12-07 15:34:25.337932;2018-12-07 15:34:28.416073;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 5ae8cac4-821a-4965-b56f-e92d41fbcf1c
nan;2D;2018-11-14 14:30:00+01:00;SV;3,0;2018-12-07 15:34:28.431688;2018-12-07 15:34:31.509817;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b93b4b4c-f79b-4afe-a88f-8e290f9e1fb8
nan;2D;2018-11-14 15:30:00+01:00;SV;3,0;2018-12-07 15:34:31.509817;2018-12-07 15:34:34.587951;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8d27c1ab-c1f5-4b37-b326-8a362bbb7bda
nan;2D;2018-11-14 16:30:00+01:00;SV;3,0;2018-12-07 15:34:34.603570;2018-12-07 15:34:37.666113;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 46b23783-fc52-4875-9cb3-e9b874237386
nan;2D;2018-11-14 17:30:00+01:00;SV;2,0;2018-12-07 15:34:37.681698;2018-12-07 15:34:39.744204;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 05b74c24-8568-48e9-be45-f9ed915da02b
nan;2D;2018-11-14 18:30:00+01:00;SV;5,0;2018-12-07 15:34:39.759838;2018-12-07 15:34:44.884818;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2f474cc8-9fdb-4673-99aa-e1e983ab625a
nan;2D;2018-11-14 19:30:00+01:00;SV;4,0;2018-12-07 15:34:44.900434;2018-12-07 15:34:48.962958;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: eadbde9f-1138-4e40-b852-972b769d93b6
nan;2D;2018-11-14 20:30:00+01:00;SV;4,0;2018-12-07 15:34:48.978542;2018-12-07 15:34:52.072289;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: d48f5960-9946-42c8-854b-21f300360d7b
nan;2D;2018-11-14 21:30:00+01:00;SV;2,0;2018-12-07 15:34:52.087903;2018-12-07 15:34:54.150427;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: e2f5795b-8889-47e8-9f72-6e6bf7cc8bbd
nan;2D;2018-11-14 22:30:00+01:00;SV;2,0;2018-12-07 15:34:54.166021;2018-12-07 15:34:56.259793;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 296faf7c-995d-42d2-b102-94f0c3ac1a7b
nan;2D;2018-11-14 23:30:00+01:00;SV;3,0;2018-12-07 15:34:56.275410;2018-12-07 15:34:59.447305;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 148edc03-b83b-44bf-9b1c-bb8ca3d395c0
nan;2D;2018-11-15 00:30:00+01:00;SV;4,0;2018-12-07 15:34:59.462872;2018-12-07 15:35:03.650381;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7f4c2d12-1a64-4b9a-94eb-371daf44908b
nan;2D;2018-11-15 01:30:00+01:00;SV;3,0;2018-12-07 15:35:03.665978;2018-12-07 15:35:06.744096;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7f7dd079-9714-4735-bf4c-bbcc92c19836
nan;2D;2018-11-15 02:30:00+01:00;SV;2,0;2018-12-07 15:35:06.744096;2018-12-07 15:35:08.822280;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2938d4a2-cd80-4285-9f38-2b9e1080b87c
nan;2D;2018-11-15 03:30:00+01:00;SV;2,0;2018-12-07 15:35:08.837886;2018-12-07 15:35:10.962878;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 959ad88e-04d5-4aa7-8298-61d0d2d60473
nan;2D;2018-11-15 04:30:00+01:00;SV;4,0;2018-12-07 15:35:10.978511;2018-12-07 15:35:14.041047;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7478c18b-df62-46dd-90fd-ce865c7173e8
nan;2D;2018-11-15 05:30:00+01:00;SV;3,0;2018-12-07 15:35:14.056637;2018-12-07 15:35:17.134737;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 5b8102c7-9ecd-406f-be31-95780a01046a
